Ignoring roster for [Chungnam] in competition [2018 KeG Championship] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [The Five Cavall] in competition [Arena of Masters/Season 1/HanoiComputer] as RL and R not equal: ['Sư Tử Đảng', 'Asura (Vietnamese Player)', 'Asterriod', 'Mavis1', 'Asteria', 'RonOP', 'CONSIGLIORI'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support', 'Support']
Ignoring roster for [MRG (Vietnamese Team] in competition [Arena of Masters/Season 2/Star Computer] as RL and R not equal: ['DinhMan', 'Nacht1', 'Hotboy AD', 'ueirT', 'ElvenNoBrain', 'Nacht2', 'Chicken.Null'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Substitute', 'Substitute']
Ignoring roster for [Kochany-Muuu] in competition [ArrMY Open/Season 1/Regular] as RL and R not equal: ['szymkos7', 'kapi1280PL', 'Marwei', 'karnjaOP'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [KYSAK] in competition [Baltic Masters/Season 4 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team Infamous] in competition [Baltic Masters/Season 4 Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [ASC (Polish Team)] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Chłopaki z Podwórka] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Kotwica Kołobrzeg] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Mamon idziemy po ciebie] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Maskarada] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Off meds] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [PoraNaPrzygodę] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Special Forces] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Sword and Boar] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Szczursony] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Arki Śmieciarki] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BALTIC PLAYGROUND TERROR] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Lights Out] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Mamm0n kontra Robot] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Nie wciskam healka] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Pentagonas] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Sword and Boar] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [UPO esports] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [HURON MĘCZENNIK] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ja jestem czaro] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Lucky Losers] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Mamm0n kontra Robot] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Maskarada] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Monikutes Naktys] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [SP8 Konin] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Thestral E-sports] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [underground players] in competition [Baltic Playground/2022 Season/Summer Qualifiers/Qualifier 4] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Maliniarze] in competition [Baltic Playground/2023 Season/Spring Qualifiers/Qualifier 3] as RL and R not equal: ['M3MoN', 'NexUS', 'ddeozz', 'Stanley (Polish Player)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Erasmushogeschool Brussel] in competition [Belgian College League/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Haute École de Namur-Liège-Luxembourg] in competition [Belgian College League/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hogeschool Gent] in competition [Belgian College League/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hogeschool West-Vlaanderen] in competition [Belgian College League/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [KDG Hogeschool Antwerpen] in competition [Belgian College League/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Thomas More University] in competition [Belgian College League/Season 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hogeschool Gent] in competition [Belgian College League/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Thomas More University] in competition [Belgian College League/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Université catholique de Louvain] in competition [Belgian College League/Season 3] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Camulos] in competition [Belgian Tour/2022 Season/Summer Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL Academy/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [CBLOL/2024 Season/Split 1 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Imperials] in competition [CBS League/2020 Season/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Imperials] in competition [CBS League/2020 Season/Qualifiers/Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Bounty TM] in competition [Celestial Cup 2023] as RL and R not equal: ['KΙed', 'Scurp', 'TiltedScrub', 'Moumox', 'Passion (Tunisian Player)', 'xXStEpMoMXx'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [BRUDAS GAMING] in competition [Celestial Cup 2023] as RL and R not equal: ['TIGER', 'XBLACKNIGHT', 'DROBEN', 'moetez elhaffar', 'AKUMA NOKO', 'kurrow', 'HouseHusband'] | 
Ignoring roster for [Cozyo ESports] in competition [Celestial Cup 2023] as RL and R not equal: ['Hamdoosh', 'LlL Kayn', 'Eatsukii', 'Haythem', 'DABSA', '7MED', 'RaziXD'] | 
Ignoring roster for [Griffin Euw] in competition [Celestial Cup 2023] as RL and R not equal: ['FakeGod (Tunisian Player)', 'Checkmate', 'kennen (Tunisian Player)', 'mar9aa', 'sasketunisia'] | 
Ignoring roster for [LM7] in competition [Celestial Cup 2023] as RL and R not equal: ['bàsic', 'KaiScrim', 'Niaxo7', 'Aeru', 'NOOBODY', 'LĄK', 'The Charara'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Bot', 'Support']
Ignoring roster for [Sorcerers' Club] in competition [Celestial Cup 2023] as RL and R not equal: ['Trollovski', 'bessibessi', 'Karoy', 'DAMZOU', 'tfol sghir', 'youssefradh3ofsk'] | 
Ignoring roster for [SYRAX GAMING] in competition [Celestial Cup 2023] as RL and R not equal: ['kayto', 'dudeguy', 'Lighting tornado', 'Hitman', 'natsuu'] | 
Ignoring roster for [Team Zarzour] in competition [Celestial Cup 2023] as RL and R not equal: ['カリム', 'Yasoo3', 'ShatteredSoul', 'Pixel (Tunisian Player)', 'Zven (Tunisian Player)', 'ArcaneVortex'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [The Mad Gods] in competition [Celestial Cup 2023] as RL and R not equal: ['bord of evrythin', 'sisckoo', 'Mazuchi', 'MNoob', 'Sørry You Lived'] | 
Ignoring roster for [Warriors] in competition [Celestial Cup 2023] as RL and R not equal: ['Hamdi', 'Kickless', 'Nightwalker', 'Rekkles (Malek Houcine)', 'Sundax', 'Rakanist', 'Screw'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support', 'Support']
Ignoring roster for [Wov Esport] in competition [Celestial Cup 2023] as RL and R not equal: ['Navaro', 'Mr cybèr', 'antablinho', 'man9olekch', 'adzero50', 'frost (Tunisian Player)', 'A C H K R A F T'] | 
Ignoring roster for [Drabbit] in competition [Challengers Korea/2019 Season/Spring Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Dolcoco] in competition [Challengers Korea/2019 Season/Summer Promotion] as RL and R not equal: Slugger | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [MOCOCO] in competition [Challengers Korea/2019 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Challengers Korea/2019 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Challengers Korea/2019 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Challengers Korea/2019 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Challengers Korea/2019 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Challengers Korea/2019 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Challengers Korea/2019 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Teenager Last Challenge] in competition [Challengers Korea/2019 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Changdong] in competition [Challengers Korea/2020 Season/Spring Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [ESPORTSLAB] in competition [Challengers Korea/2020 Season/Spring Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [IRS] in competition [Challengers Korea/2020 Season/Spring Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Mka (Korean Team)] in competition [Challengers Korea/2020 Season/Spring Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [PAL GONG] in competition [Challengers Korea/2020 Season/Spring Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Tener] in competition [Challengers Korea/2020 Season/Spring Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Conoship] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Fox B] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GC Busan (2020 Korean Team)] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal: BalKhan | Jungle
Ignoring roster for [Hong cha] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Korea E-Sports Academy] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Norwich Football Class] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [OTL (Korean Team)] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [smite (Korean Team)] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Teenager Last Challenge] in competition [Challengers Korea/2020 Season/Summer Promotion/Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
